en,ml
slanderous,ദൂഷണമായ
slanderous,അപകീര്‍ത്തികരമായ
slanderous,പഴിയായ
slang,നീചഭാഷ
slang,ഹീനഭാഷാരീതി
slang,തൊഴിലുമായി ബന്ധപ്പെട്ടവരുടെ ഭാ
slang,അസംസ്കൃതഭാഷപ്രക്ഷുബ്ധമായ ഭാഷ ഉപയോഗിക്കുക
slang,ചീത്ത പറയുക
slang,കടുവാക്കുപയോഗിക്കുക
slang,ശകാരിക്കുക
slang,അധിക്ഷേപിക്കുക
slant,ചരിവായ
slant,ഏങ്കോണായ
slant,വളഞ്ഞ
slant,ചരിഞ്ഞഒരു ചരിവ്
slant,ചരിഞ്ഞ രേഖ
slant,ചായ്വ്
slant,വക്രത
slant,രശ്മി
slap,അടി
slap,തട്ട്
slap,കുറ്റപ്പെടുത്തല്‍
slap,പ്രഹരം
slap,കൈത്തലം കൊണ്ട് തല്ലുക
slap,ഒരു അടിശബ്ദമുണ്ടാക്കുക
slap,പ്രഹരിക്കുക
slash,ആഞ്ഞുവെട്ടുക
slash,ശക്തമായും പരസ്യമായും കുറ്റപ്പെടുത്തുക
slash,അടിച്ചുകീറുക
slash,പരുഷമായി വിമര്‍ശിക്കുക
slate,എഴുത്തുകല്ലുപലക
slate,സ്ലേറ്റ്
slate,കല്പലക
slate,സ്ലേറ്റുകല്ല്കല്ലോടുമേയുക
slate,സ്ലേറ്റിന്റെ വര്‍ണ്ണമാര്‍ന്ന
slate,സ്ഥാനത്തിനോ ഓഫീസിനോ (ഒരാളെ) നിര്‍ദ്ദേശിക്കുക
slate,പേരുകൊള്ളിക്കുക
slaughter,വധം
slaughter,മൃഗവധം
slaughter,കശാപ്പ്
slaughter,കൂട്ടക്കൊല
slaughter-house,കശാപ്പുസ്ഥലം
slaughter-house,കൊലക്കളം
slave,അടിമ
slave,മറ്റൊരാള്‍ക്കുവേണ്ടി കഠിനമായി പണിചെയ്യാന്‍ നിര്‍ബ്ബന്ധിക്കപ്പെടുന്ന ആള്‍
slave,അടിമപ്പണി ചെയ്യുന്നവന്‍
slave,സ്വന്തമായി അധികാരമോ അവകാശമോ ഇല്ലാത്തവന്‍
slavery,ദാസ്യം
slavery,അടിമത്തം
slavery,ദാസവൃത്തി
slavish,അടിമയെപ്പോലെയുളള
slavish,അടിമത്തമായ
slavish,അടിമകളെ സംബന്ധിച്ച
slavish,അടിമസ്വഭാവമായ
slay,കൊല്ലുക
slay,വെട്ടിക്കൊല്ലുക
slay,കൗതുകമുണര്‍ത്തുക
sled,തെന്നുവണ്ടി
sled,ഉരുളില്ലാവണ്ടി
sledge,ചക്രങ്ങളില്ലാത്ത വണ്ടി
sledge,ഹിമശകടംഹിമശകടത്തില്‍ സവാരിചെയ്യുക
sledge,ഹിമശകടത്തില്‍ കയറ്റിക്കൊണ്ടുപോവുക
sledge,തെന്നുവണ്ടിയില്‍ യാത്രചെയ്യുകകൂടം
sledge,കുറ്റി തറയ്ക്കാനുപയോഗിക്കുന്ന കൂടം
sledge-hammer,കൂടം
sleek,മിനുക്കുക
sleek,പുഷ്ടിയുളള
sleek,ആത്മാര്‍ത്ഥതയില്ലാതെ പുകഴ്ത്തുന്ന
sleek,പ്രശാന്തമാക്കുക
sleep,ഉറക്കം
sleep,നിദ്ര
sleep,ശയനം
sleep,നിദ്രാവസ്ഥഉറങ്ങുക
sleep,നിദ്രചെയ്യുക
sleep,മയങ്ങുക
sleep,നിശ്ചലമാവുക
sleeper,ഉറങ്ങുന്നവന്‍
sleeper,തീവണ്ടിപ്പാതകള്‍ക്കിടയില്‍ കുറുകനെയുളള കട്ടത്തടി
sleeper,സ്ലീപ്പര്‍കോച്ച്
sleeper,ഉറക്കക്കാരന്‍
sleeper,തീവണ്ടിയിലെ ഉറങ്ങാനുള്ള സൗകര്യം
sleepily,ഉറക്കം തൂങ്ങിക്കൊണ്ട്
sleepily,മയക്കത്തോടെ
sleeping-draught,ഉറക്കം വരുത്തുന്ന പാനീയം
sleeping-draught,ഉറക്കമരുന്ന്
sleepless,ഉറക്കമിളച്ച
sleepless,ഉറക്കമില്ലാത്ത
sleepless,ഉറക്കംവരാത്ത
sleepless,സ്വസ്ഥതയില്ലാത്ത
sleepless,നിദ്രാരഹിതമായ
sleepless,നിദ്രാവിഹീനമായ
sleepy,ഉറങ്ങുന്ന
sleepy,അലസമായ
sleepy,ജാഗ്രതയില്ലാത്ത
sleepy,ഉറക്കമുള്ള
sleet,ആലിപ്പഴം വീഴുന്ന മഴ
sleet,മഴയും ഉറച്ച മഞ്ഞും കൂടി പെയ്യല്‍
sleet,ഹിമവൃഷ്ടിആലിപ്പഴം വീഴുക
sleet,ആലിപ്പഴം പെയ്യുക
sleet,ആലിപ്പഴമഴപെയ്ത
sleeve,കുപ്പായക്കൈ
sleeve,റെക്കോഡ് (പ്രമാണം) സൂക്ഷിച്ചുവെച്ചിരിക്കുന്ന ഉറ (കൂട്)
sleeve,ഉടുപ്പിന്റെ കൈ
sleeve,നാളിയ്ക്കുള്ളിലെ നാളി
sleigh,കുതിരവലിക്കുന്ന ഹിമവണ്ടി
sleigh,ഹിമശകടം
sleigh,ഹിമവാഹനം
sleigh,തെന്നുവണ്ടി
slender,മെലിഞ്ഞ
slender,ചടച്ച
slender,കൃശമായ
slept,ഉറങ്ങി
slew,ഭ്രമണം
slew,കറക്കം
slew,ചുറ്റല്‍
slice,മുറിച്ചെടുത്ത പരന്ന കഷണം
slice,തുണ്ട്
slice,ചട്ടുകം
slice,പൂള്
slice,ഛേദംകഷണിക്കുക
slice,ഓഹരിചെയ്യുക
slice,പൂളുക
slice,ഛേദിക്കുക
slide,വഴുതുക
slide,തെന്നുക
slide,ഇഴഞ്ഞിറങ്ങുക
slide,ഒളിവില്‍ പോകുകമഞ്ഞിലൂടെയുളള വഴുതല്‍
slide,ഫിലിമിലുളള ചിത്രം
slide,അഴുക്കുചാല്‍
slide,തെന്നുവണ്ടി
slide,തെന്നുന്ന ഇരിപ്പിടം
slight,ക്ഷീണിച്ച
slight,ചെറിയ
slight,ഘനംകുറഞ്ഞ
slight,നിസ്സാരമായഅനുചിതമായ ആദരവില്ലാതെ പെരുമാറുക
slight,നിസ്സാരമാക്കുക
slight,അവഗണിക്കുക
slight,നിന്ദിക്കുകഅവമാനം
slight,അനാദരവ്
slight,തിരസ്കാരം
slight,ഉപേക്ഷ
slightly,അല്പമാത്രമായി
slightly,കുറച്ച്
slightly,സ്വല്പം
slightly,അഗണ്യമായി
slightly,ചെറിയ അളവില്‍
slim,വണ്ണക്കൂടുതലില്ലാത്ത
slim,ചെറുതായ
slim,മഹത്തല്ലാത്ത
slim,മെലിഞ്ഞ
slime,ചളി
slime,ചേറ്
slime,പശയുളള മണ്ണ്
slime,കന്മദം
slime,ഒച്ചിന്റെ ദ്രവം
slimy,ചളിയായ
slimy,പശയായ
slimy,വഴുവഴുപ്പായ
sling,കവണ
sling,ഭാരം വഹിക്കാനുളള തൂക്കുകയറ്
sling,കവണ്
sling,തൂക്കുതാങ്ങ്ശക്തിയോടെ എറിയുക
sling,ചുഴറ്റിയെറിയുക
sling,ചുഴറ്റുക
sling,ഇളക്കമായി തൂക്കിയിടുകമധുരമുളള ചാരായം
slink,പാത്തും പതുങ്ങിയും നീങ്ങുക
slink,കടന്നുകളയുക
slink,ചലിക്കുക
slink,ഒളിക്കുകഒളിച്ചുപോകുന്നവന്‍
slink,ഒളിക്കുന്നവന്‍
slip,വഴുതിനടക്കുക
slip,അടിവഴുതുക
slip,തെന്നുക
slip,നിലതെറ്റുകഒരു ചെറിയ ന്യൂനത
slip,ചെറിയ സ്ഥാനമാറ്റം
slip,ഭ്രംശം
slip,വഴുതല്‍
slip,ച്യുതി
slip-knot,കൂനാംകുരുക്ക്
slipper,ചെരിപ്പ്
slipper,അരച്ചെരിപ്പ് വീട്ടില്‍ ഉപയോഗിക്കുന്നവന്‍
slipper,വഴുതുന്നവന്‍
slippery,പ്രവചനാതീതമായ
slippery,വഴുക്കലായ
slippery,തെന്നുന്ന
slippery,അനിശ്ചിതമായ
slip-shod,ഒഴുക്കന്‍മട്ടിലുള്ള
slip-shod,അശ്രദ്ധമായ
slit,നീണ്ട വിടവ്
slit,വിള്ളല്‍
slit,പിളര്‍പ്പ്
slit,കീറല്‍ചീന്തുക
slit,കീറുക
slit,വെട്ടിക്കീറുക
slit,കീറുക
slither,ഇടറിനടക്കുക
slither,ഇടറിനീങ്ങുക
slither,തെന്നിയിറങ്ങുക
slogan,പരസ്യവാക്യം
slogan,മുദ്രാവാക്യം
slogan,പരസ്യവാചകം
slope,ഒരു ചരിഞ്ഞ വര
slope,ഒരു ചരിവ്
slope,ഇറക്കം
slope,ചായ്വ്ചരിഞ്ഞിരിക്കുക
slope,ചരിയുക
slope,ചരിക്കുക
slope,ചായ്ക്കുക
slot,പരിപാടിക്കു നിശ്ചയിച്ചിട്ടുള്ള സമയം
slot,സ്ഥലം
slot,സ്ഥാനം
slot,സാക്ഷാ
slot,ഇടുങ്ങി നീണ്ട തുള
sloth,അലസത
sloth,മടി
sloth,പതുക്കെ നീങ്ങുന്ന
sloth,മന്ദത
sloth,തേവാങ്ക്
slot-machine,നാണയമിട്ടു പ്രവര്‍ത്തിക്കുന്ന യന്ത്രം
slouch,നടക്കുക
slouch,നില്‍ക്കുക
slouch,ചുമല്‍ചുളിക്കുക
slouch,താഴ്ത്തുക
slouch,കൂനിക്കുനിഞ്ഞു നടക്കുക
slouch,തലകുനിച്ചിരിക്കുകതലകുനിച്ചാടിയ നടത്തം
slouch,കഴുത്തൊടിച്ചിട്ട നടത്തം
slouch,കോമാളി
slouch,അവലക്ഷണം
slouch,വിദൂഷകന്‍
slough,ചെളിനിറഞ്ഞ കുഴി
slough,വെള്ളംകെട്ടി നില്‍ക്കുന്ന സ്ഥലം
slough,അഗാധസ്പര്‍ശിയായ
slough,ദുഃഖഭരിതമായ ഭാവം
slough,ചെറുകുഴി
slough,പാമ്പിന്‍പടംപൊറ്റകെട്ടുക
slough,തോലുപൊളിയുക
slough,നീക്കിക്കളയുക
slough,പടംപൊഴിക്കുക
slovenly,വൃത്തികെട്ട
slovenly,ഉദാസീനമായ
slovenly,അലസമായി
slovenly,അശ്രദ്ധമായി
slow,സാവധാനമായ
slow,വേഗം കുറഞ്ഞ
slow,താമസിച്ച
slow,ധൃതിയില്ലാത്തസാവധാനമാക്കുക
slow,വേഗം കുറയ്ക്കുക
slow,മന്ദഗതിയിലാക്കുക
slow,പതുക്കെ ചെയ്യുക
slowly,സാവധാനത്തില്‍
slowly,മെല്ലെ
slowly,മന്ദഗതിയായി
slowly,
slowness,പ്രവൃത്തിമാന്ദ്യം
slowness,മന്ദഗതി
slowness,വിളംബനം
slowness,
slowness,സാവധാനത
slowness,മാന്ദ്യം
sludge,ചെളി
sludge,ചെളിവെള്ളം
sludge,ചേറ്
sludge,ചെളിമയമായ
sludge,വഴുവഴുപ്പുള്ള
slug,ഒച്ചിനെപ്പോലെ സാവധാനത്തില്‍ ചലിക്കുന്ന ജീവി
slug,മുളകളെ ആക്രമിക്കുന്ന കീടം
slug,മടിയനായ മനുഷ്യന്‍
slug,മന്ദന്‍
slug,കടല്‍ക്കാക്ക
sluggish,അലസതയുള്ള
sluggish,മന്ദബുദ്ധിയായ
sluggish,ചുറുചുറുക്കില്ലാത്ത
sluggish,മടിയനായ
slum,ജിജ്ഞാസയാല്‍ ചേരികള്‍ സന്ദര്‍ശിക്കുകചേരി
slum,ദരിദ്രഗൃഹങ്ങളുടെ കൂട്ടം
slum,ചേരിപ്രദേശം
slum,താഴ്ന്നപ്രദേശം
slum,വൃത്തികെട്ട പ്രദേശം
slump,ഇടിഞ്ഞുവീഴുക
slump,വിലയിടിയുക
slump,ചളിയില്‍ വീഴുക
slump,പരാജയപ്പെടുക
slung,ചുഴറ്റി
slung,ചുഴറ്റിയെറിഞ്ഞു
slunk,തെന്നി
slunk,ഒളിച്ചു
slur,അസ്പഷ്ടമായി ഉച്ചരിക്കുക
slur,ചുരുക്കിപ്പറയുക
slur,കളങ്കപ്പെടുത്തുക
slur,അപലപിക്കുകഅസ്പഷ്ടമായി പറഞ്ഞ വാക്ക്
slur,കളങ്കം
slur,അപകീര്‍ത്തി
slur,നിന്ദിക്കല്‍
slush,ഉരുകുന്ന ഹിമം
slush,ബുദ്ധിരഹിതമായ വികാരം
slush,ബുദ്ധിവൈകല്യംകൊഴുപ്പുതേക്കുക
slush,വെള്ളച്ചായം തേക്കുക
slush,ചെളിയില്‍ ഉരുളുക
sly,കാപട്യമുള്ള
sly,കൈയടക്കമുള്ള
sly,കുസൃതിക്കാരിയായ
sly,തന്ത്രമായ
sly,കപടമായ
slyly,കപടതയോടെ
slyly,തന്ത്രപരമായ
smack,രുചി
smack,വാസന
smack,ഗന്ധംകൈത്തലംകൊണ്ടടിക്കുക
smack,ഉച്ചത്തില്‍ അടിക്കുക
smack,ശബ്ദമുണ്ടാക്കി രുചിച്ച് ആസ്വദിക്കുക
smack,ശബ്ദത്തോടെ ചുംബിക്കുകതീവ്രമായി
smack,സാഹസമായി
smack,ഋജുവായി
smack,ഊറ്റമായി
small,ചെറിയ
small,അല്പവിസ്തൃതി
small,നിസ്സാരം
small,സങ്കുചിതംപിന്‍പുറത്തെ ഇടുങ്ങിയഭാഗം
small,അടിവസ്ത്രങ്ങള്‍
small,ചെറിയ
small,നിസ്സാരമായമൃദുശബ്ദത്തില്‍
small,ചെറിയതോതില്‍
small,കഷണങ്ങളായി
small,മൃദുലമായി
small,നേര്‍ത്ത
small,ഇളയ
small-arms,കൈയില്‍ കൊണ്ടുനടക്കാവുന്ന സമരായുധങ്ങള്‍
small-pox,കുരു
small-pox,കുരുപ്പ്
small-pox,മസൂരി
small-pox,വിസ്ഫോടകം
smart,വൃത്തിയുള്ള
smart,സമര്‍ത്ഥനായ
smart,കാര്യക്ഷമതയുള്ള
smart,സരസമായമനസ്സിനോ ശരീരത്തിനോ കഠിനവേദന
smart,തീവ്രവേദന
smart,നോവ്
smart,പച്ചപ്പരിഷ്കാരി
smart,കുത്തിത്തുളയ്ക്കുന്ന വേദന
smarten,സമര്‍ത്ഥമാക്കുക
smarten,പരിഷ്കരിക്കുക
smarten,മോടിയാക്കുക
smarten,വെടിപ്പുവരുത്തുക
smartly,വെടിപ്പായി
smartly,മോടിയായി
smash,അടിച്ചുപൊളിക്കുക
smash,തകര്‍ക്കുക
smash,ഉടയ്ക്കുക
smash,നശിപ്പിക്കുകതകര്‍ക്കല്‍
smash,വാഹനാപകടം
smash,ശിഥിലീകരണം
smash,പന്തടി
smattering,അല്പമായ ജ്ഞാനം
smattering,ചിറ്ററിവ് പ്രകടിപ്പിക്കല്‍
smattering,അല്പജ്ഞമായ
smear,പൂശുക
smear,അവ്യക്തമാക്കുക
smear,മെഴുകുക
smear,അപവാദം പറയുകലേപനം
smear,ഒരു ദുര്‍വ്യാഖ്യാനവിമര്‍ശനം
smear,പൂശല്‍
smear,കറ
smell,വാസന
smell,മണം
smell,ഘ്രാണം
smell,ആസ്വാദംമണപ്പിക്കുക
smell,മണത്തറിയുക
smell,വാസന നല്‍കുക
smelt,ഒരിനം ചെറുമീന്‍
smelt,വേളൂറിമീന്‍
smelt,ചൂടമീന്‍അയിര് ഉരുക്കുക
smelt,ദ്രവീകരിക്കുക
smelt,തെളിയിക്കുക
smelt,പുടം വയ്ക്കുക
smile,പുഞ്ചിരിക്കുക
smile,മന്ദഹാസമുണ്ടാക്കുക
smile,അധരം ചലിപ്പിക്കുകപുഞ്ചിരിക്കുന്ന ഭാവം
smile,സന്തോഷം
smile,പരിഹാസം
smile,പ്രസാദം
smile,അനുഗ്രഹം
smith,ലോഹപ്പണിചെയ്യുന്നവന്‍ ലോഹപ്പണിക്കാരന്‍
smith,കൊല്ലന്‍
smith,കൈവേലക്കാരന്‍
smith,കൊല്ലന്‍
smith,നിര്‍മ്മാതാവ്
smithy,കൊല്ലപ്പണിക്കാരന്റെ പണിശാല
smithy,ആല
smoke,പുക
smoke,ധൂമം
smoke,നീരാവി
smoke,പുകവലി
smoke,മൂടല്‍മഞ്ഞ്
smoke,ആവിപുക വമിക്കുക
smoke,പുക വലിക്കുക
smoke,പുകയ്ക്കുക
smoke,ആവി വിടുക
smoke-stack,ചിമ്മിനി
smoky,കൂടുതല്‍ പുക പുറത്തുവിടുന്ന
smoky,പുകയാല്‍ നിറഞ്ഞ
smoky,പുകസ്വാദുള്ള
smoky,പുകയുന്ന
smoky,പുകപിടിച്ച
smoky,പുകപോലുള്ള
smooth,മിനുസമുള്ള
smooth,ലോലമായ
smooth,സ്നിഗ്ദ്ധമായസുഗമമായ
smoothly,അപ്രതിഹാതമായി
smoothly,സുഖമായി
smoothly,സൗമ്യതയോടെ
smoothly,തടസ്സംകൂടാതെ
smoothly,സുഗമമായി
smother,കനമേറിയ ഒഴുകിനടക്കുന്ന പൊടി
smother,ശബ്ദകോലാഹലം
smother,നിരപ്പാക്കുന്നവന്‍
smother,ചിന്തേര്
smother,ഇസ്തിരിപ്പെട്ടി
smoulder,വേവുക
smoulder,ഒളിച്ചുവയ്ക്കുക
smoulder,ശ്വാസം മുട്ടിക്കുക
smoulder,നീറ്റുക
smudge,കളങ്കം
smudge,കറുത്തപാട്
smudge,ഷഡ്പദങ്ങളെ കൊല്ലുവാന്‍ ഇട്ടിട്ടുള്ള തീ
smudge,ശ്വാസംമുട്ടിക്കുന്ന പുക
smug,ആത്മസംതൃപ്തിയുള്ള
smug,വെടിപ്പുള്ള
smug,അഴകുള്ള
smug,മോടിയായ
smuggle,കള്ളക്കടത്തു നടത്തുക
smuggle,വ്യാജമായി കൊണ്ടുപോവുക
smuggle,കടത്തുക
smuggler,കള്ളച്ചരക്കുകൊണ്ടുപോകുന്നവന്‍
smuggler,കള്ളക്കടത്തുകാരന്‍
smuggler,വ്യാജമായി കടത്തുന്നവന്‍
snack,അല്പാഹാരം
snack,ലഘുഭക്ഷണം
snack,ഒരു 'കടി' (വട
snack,ബിസ്കറ്റ് മുതലായവ)
snack,പങ്ക്
snack,രുചിനോക്കല്‍
snag,കുറ്റി
snag,കൊമ്പുകൊത്തുക
snail,ഒച്ച്
snail,മടിയന്‍
snail,അലസന്‍
snail,വൃത്തികെട്ടവന്‍സാവധാനം നടക്കുക
snail,സാവധാനം ഇഴയുക
snail,മന്ദം നീങ്ങുക
snake,പാമ്പ്
snake,സര്‍പ്പം
snake,വളഞ്ഞ
snake,നീണ്ട എന്തെങ്കിലും വസ്തു
snake,നന്ദികെട്ടവന്‍
snaky,പാമ്പാകൃതിയായ
snaky,പാമ്പുപോലുള്ള
snaky,കുടിലമായ
snap,തുളച്ചുകയറുന്ന ശബ്ദത്തിനു കാരണമാവുക
snap,പെട്ടെന്നു മുറിയുക
snap,പൊട്ടുക
snap,വെടിതെറ്റുക
snap-shot,പെട്ടെന്നുള്ള വെടി
snare,കെണി
snare,പ്രലോഭിപ്പിക്കുന്നതോ മോഹിപ്പിക്കുന്നതോ ആയ എന്തും
snare,വല
snare,കുരുക്ക്
snarl,മുരളുക
snarl,പരുഷമായി പറയുക
snarl,ഉറക്കെ ദേഷ്യഭാവത്തില്‍ പറയുക
snarl,അമറുകകെട്ടുപിണഞ്ഞ സാധനം
snarl,കുരുക്ക്
snarl,കുഴപ്പം
snatch,പെട്ടെന്ന് തട്ടിപ്പറിക്കുക
snatch,തട്ടിപ്പറിക്കാനായുക
snatch,ബലംപ്രയോഗിച്ച് വലിക്കുക
snatch,പിടുങ്ങുക
sneak,പമ്മി നടക്കുക
sneak,ഒരാളെക്കുറിച്ച് വിവരം നല്‍കുക
sneak,പതുങ്ങിനടക്കുക
sneak,ഒളിച്ചു നടക്കുകനീചന്‍
sneak,പതുങ്ങിനടക്കുന്ന കള്ളന്‍
sneak,അധമവൃത്തി
sneer,മുഖംകോട്ടുക
sneer,അലക്ഷ്യമായി സംസാരിക്കുക
sneer,വെറുപ്പുകാട്ടുക
sneer,നിന്ദിക്കുകപുച്ഛിക്കല്‍
sneer,പരിഹാസം
sneer,ചുണ്ടുകോട്ടി നിന്ദിക്കല്‍
sneer,നിന്ദിക്കല്‍
sneeze,തുമ്മുക
sniff,മൂക്കിലൂടെ വലിക്കുക
sniff,മണം പിടിക്കുക
sniff,മൂക്കുചീറ്റുക
snip,കത്രികകൊണ്ട് പെട്ടെന്ന് മുറിക്കുക
snip,വെട്ടിവിടുക
snip,മുറിച്ചെടുക്കുക
snip,നുള്ളിയെടുക്കുകനുറുക്കല്‍
snipe,ഒളിച്ചിരുന്ന ജന്തുക്കളെ വെടിവയ്ക്കുക
sniper,ഒളിഞ്ഞ ഇടത്തില്‍നിന്നും വെടിവയ്ക്കുന്നയാള്‍
snob,സങ്കുചിതചിത്തന്‍
snob,അഹംഭാവി
snob,അല്പന്‍
snobbery,കുലീനനാട്യം
snobbery,പ്രഭുഭാവന
snobbery,പൊങ്ങച്ചം
snobbery,അല്പത്തം
snobbery,ഗര്‍വ്വ്
snobbish,വലിയഭാവം നടിക്കുന്ന
snobbish,പൊങ്ങച്ചമുള്ള
snobbish,ഘനഭാവം നടിക്കുന്ന
snooze,അല്പനിദ
snooze,ലഘുനിദ്ര
snooze,കണ്ണുകാച്ചല്‍
snooze,മയങ്ങുക
snore,കൂര്‍ക്കംവലിക്കുകകൂര്‍ക്കം വലി
snore,കൂര്‍ക്കല്‍
snore,ഘര്‍ഘരം
snorer,കൂര്‍ക്കം വലിക്കുന്നയാള്‍
snout,മൃഗത്തിന്റെ മൂക്ക്
snout,മോന്തമോന്തയുള്ള
snout,ഉന്തുള്ള
snow,തുഷാരം
snow,മഞ്ഞ്
snow,ഹിമപാതം
snowy,ഹിമമയമായ
snowy,നിര്‍മ്മലമായ
snub,നീരസം പ്രകടിപ്പിക്കാന്‍ ഒരാളെ അവഗണിച്ച് ആക്ഷേപിക്കുക
snub,യാത്ര തുടരുന്ന കുതിരയെയോ ബോട്ടിനെയോ കയര്‍ ഉപയോഗിച്ച് കുറ്റിയില്‍ പെട്ടെന്ന് പിടിച്ചുനിര്‍ത്തിക്കെട്ടുക
snub,ശാസിക്കുക
snub,താക്കീതു നല്‍കുക
snub,നിയന്ത്രിക്കുക
snuff,മൂക്കിലൂടെ ശബ്ദത്തോടെ വായു വലിച്ചെടുക്കുക
snuff,മണംപിടിക്കുക
snuff,മണത്തറിയുക
snuff,ഉച്ഛ്വസിക്കുക
snuff,ശ്വാസം പിടിക്കുക
snug,സുഖപ്രദമായ
snug,സുരക്ഷിതത്വമുള്ള
snug,സംരക്ഷിതമായ
snug,രഹസ്യമായ
snug,നിഗൂഢമായ
snuggle,ഞെരുങ്ങിയിരിക്കുക
snuggle,സുഖമായി ഓരം ചേര്‍ന്നുകിടക്കുക
snuggle,ചൂടിനുവേണ്ടി പറ്റിച്ചേര്‍ന്നുകിടക്കുക
SO,ചുരുക്കെഴുത്ത്) നിലവിലുള്ള ഉത്തരവ്അപ്പോള്‍
SO,അല്ല
SO,ഇതുപോലെ
SO,ഇപ്രകാരം
so,ചുരുക്കെഴുത്ത്) നിലവിലുള്ള ഉത്തരവ്അപ്പോള്‍
so,അല്ല
so,ഇതുപോലെ
so,ഇപ്രകാരം
soak,കുതിര്‍ക്കുക
soak,നന്നായി നനയ്ക്കുക
soak,ഉള്ളിലേക്ക് കടക്കുകകുതിരക്കല്‍
soak,നനയ്ക്കല്‍
soak,ഒരു ബാത്ത് ടബ്ബില്‍ കൂടുതല്‍ നേരം കിടക്കല്‍
soak,അരിക്കുക
soak,സാന്ദ്രീകരിക്കുക
soap,സോപ്പ്
soap,സോപ്പുപൊടി
soap,മുഖസ്തുതി
soap-suds,സോപ്പുനുരയുള്ള വെള്ളം
soapy,സോപ്പുപോലെയുള്ള
soapy,സോപ്പടങ്ങിയ
soapy,സോപ്പുപതയാല്‍ മൂടിയ
soapy,വ്യാജസ്തുതിക്കല്‍
soapy,വഴുവഴുപ്പായ
soar,ഉയര്‍ന്നുപറക്കുക
soar,എണ്ണത്തില്‍ അധികരിക്കുക
soar,പെരുകുക
soar,കിളരുക
soar,ഉയരുക
sob,ഏങ്ങലടിച്ചു കരയുക
sob,തേങ്ങുക
sob,ഏങ്ങിക്കരഞ്ഞുപറയുക
sob,വിങ്ങിക്കരയുക
sober,ആത്മനിയന്ത്രണമുള്ള
sober,മദ്യലഹരിയിലല്ലാത്ത
sober,ശാന്തസ്വഭാവക്കാരനായ
sober,സമചിത്തതയുള്ള
sober,അക്ഷുബ്ധമായ
sobriety,വെളിവ്
sobriety,സുബുദ്ധി
sobriety,ലഹരിയില്ലായ്മ
sobriety,അടക്കം
sobriety,ധീരത
so-called,എന്ന് അറിയപ്പെടുന്ന
so-called,വിളിക്കപ്പെടുന്ന
so-called,അപ്രകാരം വിളിക്കുന്ന
so-called,ആ പേരില്‍ അറിയുന്ന
sociable,സൗഹൃദത്തിനുപറ്റിയ
sociable,സൗഹൃദസ്വഭാവമുള്ള
sociable,ഇണക്കമുള്ള
sociable,സ്നേഹബുദ്ധിയായ
social,സമൂഹപരമായസുഹൃദ്സമ്മേളനം
social,സാമൂഹികസുരക്ഷിതത്വം
social,സാമൂഹ്യമായ
social,പരസ്പരം ബന്ധപ്പെട്ട കൂട്ടമായി സഞ്ചരിക്കുന്ന
Socialism,സ്ഥിതിസമത്വവാദം
Socialism,സ്ഥിതിസമത്വവ്യവസ്ഥ
Socialism,സോഷ്യലിസം
socialist,സ്ഥിതിസമത്വവാദി
socialist,സമാജ്വാദി
society,സമൂഹം
society,പൊതുവായ ചില നവിശേഷതകളോടുകൂടിയ ഒരു സമൂഹം
society,ഒരു പൊതുതാത്പര്യത്തിനുവേണ്ടി നിലകൊള്ളുന്ന ആളുകള്‍
society,സമുദായം
society,സംഘം
society,സഭ
sociology,മനുഷ്യസമുദായശാസ്ത്രം
sock,ചെറുകാലുറ
sock,ചെരിപ്പിന്റെയുള്ളില്‍ പാകമായിരിക്കാന്‍ വയ്ക്കുന്ന ഉള്‍ത്തോല്‍
sock,പാദാവരണം
sock,കലപ്പക്കൊഴുശക്തിയോടെ ഇടിക്കുക
socket,കുഴി
socket,ഏതെങ്കിലും ശരീരഭാഗം ചേര്‍ത്തിരിക്കുവാന്‍ കുഴി
socket,ദരം
socket,ഖാതം
socket,ആധാരം
sod,മണ്‍പൊറ്റ
sod,പുല്‍ത്തകിടിയില്‍നിന്നും മണ്ണുള്‍പ്പെടെ മുറിച്ചെടുക്കുന്ന കഷണം
sod,തറ
sod,പുല്ക്കട്ട
soda,പല സോഡിയം സംയുക്തങ്ങളുടെയും പേര്
soda,സോഡാവെള്ളം
soda,ഏത് ലഘുപാനീയവും
soda,സോഡിയം ഓക്സൈഡ്
sodden,ഈര്‍പ്പം നിറഞ്ഞ
sodden,ഉദാസീനമായ
sodden,ചുറുചുറുക്കില്ലാത്ത
sodden,തിളപ്പിച്ച
sodden,നല്ലവണ്ണം കുതിര്‍ത്ത
sofa,സോഫ
sofa,ചാരുകട്ടില്‍
soft,മൃദുവായ
soft,മയമുള്ള
soft,ലോലമായ
soften,മൃദുവാക്കുക
soften,മയപ്പെടുത്തുക
soften,ശാന്തമാക്കുക
soften,ദീപ്തി കുറയ്ക്കുക
softly,മാര്‍ദ്ദവത്തോടെ
softly,സാവധാനത്തില്‍
softly,കോമളമായി
softly,ശാന്തമായി
softly,ലോലമായി
soggy,നനഞ്ഞുകുഴഞ്ഞ
soggy,നിരാശാഭരിതനായ
soggy,കുതിര്‍ന്ന
soggy,നനഞ്ഞ
soil,മണ്ണ്
soil,ഭൂമി
soil,പ്രദേശം
solace,ആശ്വാസം നല്‍കുക
solace,സാന്ത്വനം നല്‍കുക
solace,വിനോദം നല്‍കുക
